InvoiceID_sk,InvoiceID_nk,NumberOfCustomer,ProductID_NK,ProductLine,UnitPrice,Quantity,Tax_5_percent,Total,gross_income,gross_margin_percentage,cogs,Rating,Branch,City,Gender,CustomerType,Payment,Date,Year,Month
158,150-89-8043,1,PID230,Home and lifestyle,32.9,3,6.6975,140.6475,6.6975,4.761904762,133.95,6.2,A,Yangon,M,Normal,Cash,2/14/19 15:04,2019,2
159,135-84-8019,1,PID231,Health and beauty,77.02,9,35.0685,736.4385,35.0685,4.761904762,701.37,7.6,A,Yangon,F,Normal,Ewallet,2/27/19 16:10,2019,2
160,531-80-1784,1,PID232,Sports and travel,76.4,7,9.107,191.247,9.107,4.761904762,182.14,5.1,A,Yangon,M,Normal,Cash,3/28/19 17:38,2019,3
161,834-61-8124,1,PID233,Food and beverages,92.29,7,18.0915,379.9215,18.0915,4.761904762,361.83,5.5,A,Yangon,M,Normal,Cash,1/26/19 18:22,2019,1
162,462-67-9126,1,PID234,Sports and travel,44.65,6,21.966,461.286,21.966,4.761904762,439.32,7.2,A,Yangon,M,Normal,Cash,1/21/19 17:44,2019,1
163,422-29-8786,1,PID235,Food and beverages,77.93,5,16.7725,352.2225,16.7725,4.761904762,335.45,9.1,A,Yangon,F,Normal,Credit card,1/3/19 16:47,2019,1
164,662-72-2873,1,PID236,Sports and travel,26.02,5,10.235,214.935,10.235,4.761904762,204.7,9.9,A,Yangon,F,Normal,Ewallet,1/6/19 13:58,2019,1
165,725-56-0833,1,PID237,Food and beverages,51.69,10,16.16,339.36,16.16,4.761904762,323.2,10,A,Yangon,F,Normal,Credit card,2/20/19 16:49,2019,2
166,885-17-6250,1,PID238,Health and beauty,73.22,1,3.987,83.727,3.987,4.761904762,79.74,7.3,A,Yangon,F,Normal,Ewallet,3/6/19 10:36,2019,3
167,726-27-2396,1,PID239,Home and lifestyle,67.09,5,19.375,406.875,19.375,4.761904762,387.5,4.3,A,Yangon,F,Normal,Ewallet,1/24/19 20:36,2019,1
168,105-31-1824,1,PID24,Fashion accessories,40.94,7,24.332,510.972,24.332,4.761904762,486.64,8.5,A,Yangon,M,Member,Credit card,2/1/19 15:10,2019,2
169,316-01-3952,1,PID240,Food and beverages,32.32,5,13.5675,284.9175,13.5675,4.761904762,271.35,4.6,A,Yangon,F,Normal,Ewallet,3/13/19 14:16,2019,3
170,732-67-5346,1,PID241,Sports and travel,79.74,5,3.4475,72.3975,3.4475,4.761904762,68.95,7.8,A,Yangon,M,Normal,Credit card,1/11/19 19:07,2019,1
171,256-08-8343,1,PID242,Health and beauty,77.5,4,11.306,237.426,11.306,4.761904762,226.12,5.5,A,Yangon,F,Normal,Ewallet,3/4/19 19:48,2019,3
172,696-90-2548,1,PID243,Food and beverages,69.52,3,3.876,81.396,3.876,4.761904762,77.52,6.6,A,Yangon,M,Normal,Ewallet,3/10/19 18:55,2019,3
173,472-15-9636,1,PID244,Electronic accessories,54.27,8,20.372,427.812,20.372,4.761904762,407.44,9.2,A,Yangon,M,Normal,Ewallet,3/22/19 19:36,2019,3
174,459-50-7686,1,PID245,Electronic accessories,13.79,6,7.038,147.798,7.038,4.761904762,140.76,6.4,A,Yangon,F,Normal,Ewallet,1/13/19 19:14,2019,1
175,345-08-4992,1,PID246,Food and beverages,56.53,6,10.197,214.137,10.197,4.761904762,203.94,7.7,A,Yangon,M,Normal,Credit card,3/8/19 15:37,2019,3
176,301-11-9629,1,PID247,Home and lifestyle,25.84,7,6.685,140.385,6.685,4.761904762,133.7,9.7,A,Yangon,F,Normal,Cash,1/15/19 10:43,2019,1
177,727-17-0390,1,PID248,Food and beverages,50.93,5,15.9025,333.9525,15.9025,4.761904762,318.05,4.8,A,Yangon,F,Normal,Ewallet,3/16/19 12:43,2019,3
178,568-88-3448,1,PID249,Fashion accessories,23.46,1,1.25,26.25,1.25,4.761904762,25,5.5,A,Yangon,M,Normal,Ewallet,3/3/19 15:09,2019,3
179,827-26-2100,1,PID25,Food and beverages,33.99,9,15.228,319.788,15.228,4.761904762,304.56,8.8,A,Yangon,M,Member,Ewallet,3/21/19 16:21,2019,3
180,502-05-1910,1,PID250,Health and beauty,19.1,3,9.777,205.317,9.777,4.761904762,195.54,6.3,A,Yangon,M,Normal,Credit card,2/25/19 20:35,2019,2
181,485-30-8700,1,PID251,Fashion accessories,63.61,5,8.315,174.615,8.315,4.761904762,166.3,4.2,A,Yangon,F,Normal,Credit card,3/18/19 16:10,2019,3
182,575-67-1508,1,PID252,Food and beverages,25,1,1.93,40.53,1.93,4.761904762,38.6,6.7,A,Yangon,M,Normal,Ewallet,1/29/19 11:26,2019,1
183,674-15-9296,1,PID253,Sports and travel,33.84,5,9.285,194.985,9.285,4.761904762,185.7,5,A,Yangon,M,Normal,Ewallet,1/8/19 13:05,2019,1
184,795-49-7276,1,PID254,Health and beauty,65.18,4,7.43,156.03,7.43,4.761904762,148.6,8.3,A,Yangon,M,Normal,Ewallet,3/23/19 18:59,2019,3
185,209-61-0206,1,PID255,Sports and travel,33.26,5,10.7275,225.2775,10.7275,4.761904762,214.55,6.1,A,Yangon,F,Normal,Ewallet,1/5/19 17:29,2019,1
186,595-27-4851,1,PID256,Food and beverages,38.6,7,18.998,398.958,18.998,4.761904762,379.96,9.3,A,Yangon,F,Normal,Ewallet,1/27/19 18:05,2019,1
187,189-52-0236,1,PID257,Home and lifestyle,37.14,7,34.8425,731.6925,34.8425,4.761904762,696.85,7.6,A,Yangon,M,Normal,Cash,3/14/19 12:07,2019,3
188,220-28-1851,1,PID258,Home and lifestyle,37.15,2,3.473,72.933,3.473,4.761904762,69.46,9.7,A,Yangon,M,Normal,Ewallet,3/1/19 18:14,2019,3
189,534-01-4457,1,PID259,Home and lifestyle,42.91,6,24.513,514.773,24.513,4.761904762,490.26,8,A,Yangon,M,Normal,Credit card,1/27/19 14:36,2019,1
190,175-54-2529,1,PID26,Home and lifestyle,54.28,8,8.868,186.228,8.868,4.761904762,177.36,9.6,A,Yangon,M,Member,Credit card,3/3/19 17:01,2019,3
191,827-77-7633,1,PID260,Home and lifestyle,99.55,9,44.1405,926.9505,44.1405,4.761904762,882.81,9.3,A,Yangon,M,Normal,Cash,2/17/19 19:41,2019,2
192,287-83-1405,1,PID261,Fashion accessories,34.73,6,7.629,160.209,7.629,4.761904762,152.58,7,A,Yangon,M,Normal,Ewallet,2/12/19 19:01,2019,2
193,892-05-6689,1,PID262,Food and beverages,81.71,5,7.08,148.68,7.08,4.761904762,141.6,6.2,A,Yangon,F,Normal,Ewallet,3/11/19 13:28,2019,3
194,643-38-7867,1,PID263,Home and lifestyle,22.17,1,4.897,102.837,4.897,4.761904762,97.94,6.9,A,Yangon,M,Normal,Ewallet,3/7/19 11:44,2019,3
195,308-81-0538,1,PID264,Electronic accessories,98.09,4,14.61,306.81,14.61,4.761904762,292.2,4.9,A,Yangon,F,Normal,Credit card,2/25/19 17:16,2019,2
196,460-35-4390,1,PID265,Fashion accessories,25.43,3,4.602,96.642,4.602,4.761904762,92.04,9.1,A,Yangon,M,Normal,Ewallet,1/22/19 11:00,2019,1
197,647-50-1224,1,PID266,Health and beauty,28.32,10,14.71,308.91,14.71,4.761904762,294.2,8.9,A,Yangon,F,Normal,Ewallet,1/12/19 16:23,2019,1
198,541-48-8554,1,PID267,Home and lifestyle,97.94,9,27.4275,575.9775,27.4275,4.761904762,548.55,6,A,Yangon,M,Normal,Credit card,1/7/19 12:08,2019,1
199,213-32-1216,1,PID268,Health and beauty,73.05,6,19.818,416.178,19.818,4.761904762,396.36,7.3,A,Yangon,F,Normal,Cash,1/23/19 10:28,2019,1
200,698-98-5964,1,PID269,Food and beverages,30.68,10,40.605,852.705,40.605,4.761904762,812.1,6.3,A,Yangon,F,Normal,Credit card,1/17/19 13:01,2019,1
201,851-28-6367,1,PID27,Sports and travel,29.42,10,7.75,162.75,7.75,4.761904762,155,8,A,Yangon,M,Member,Ewallet,3/23/19 10:55,2019,3
202,651-88-7328,1,PID270,Electronic accessories,60.95,9,29.583,621.243,29.583,4.761904762,591.66,7.7,A,Yangon,F,Normal,Cash,1/1/19 13:55,2019,1
203,550-84-8664,1,PID271,Electronic accessories,66.06,5,21.4775,451.0275,21.4775,4.761904762,429.55,8.6,A,Yangon,M,Normal,Credit card,3/22/19 14:33,2019,3
204,797-88-0493,1,PID272,Health and beauty,81.21,4,12.854,269.934,12.854,4.761904762,257.08,7.7,A,Yangon,F,Normal,Cash,3/26/19 13:54,2019,3
205,127-47-6963,1,PID273,Home and lifestyle,15.5,4,10.342,217.182,10.342,4.761904762,206.84,9.8,A,Yangon,M,Normal,Credit card,3/9/19 13:53,2019,3
206,278-86-2735,1,PID274,Health and beauty,65.74,3,7.851,164.871,7.851,4.761904762,157.02,9.2,A,Yangon,F,Normal,Cash,3/27/19 14:03,2019,3
207,695-28-6250,1,PID275,Electronic accessories,85.91,5,10.765,226.065,10.765,4.761904762,215.3,7.7,A,Yangon,F,Normal,Ewallet,2/4/19 16:38,2019,2
208,227-50-3718,1,PID276,Home and lifestyle,64.27,5,3.655,76.755,3.655,4.761904762,73.1,4.4,A,Yangon,M,Normal,Cash,3/4/19 12:23,2019,3
209,152-68-2907,1,PID277,Fashion accessories,51.71,3,7.83,164.43,7.83,4.761904762,156.6,9.5,A,Yangon,M,Normal,Credit card,2/15/19 13:30,2019,2
210,318-12-0304,1,PID278,Electronic accessories,52.34,1,1.5305,32.1405,1.5305,4.761904762,30.61,5.2,A,Yangon,M,Normal,Ewallet,1/23/19 12:20,2019,1
211,421-95-9805,1,PID279,Electronic accessories,43.06,1,1.448,30.408,1.448,4.761904762,28.96,6.2,A,Yangon,F,Normal,Credit card,2/7/19 10:18,2019,2
212,319-74-2561,1,PID28,Food and beverages,14.62,3,14.196,298.116,14.196,4.761904762,283.92,5.5,A,Yangon,F,Member,Cash,2/21/19 16:55,2019,2
213,420-97-3340,1,PID280,Home and lifestyle,52.2,3,10.752,225.792,10.752,4.761904762,215.04,9.2,A,Yangon,F,Normal,Credit card,3/28/19 15:30,2019,3
214,816-57-2053,1,PID281,Sports and travel,30.61,2,6.087,127.827,6.087,4.761904762,121.74,8.7,A,Yangon,M,Normal,Ewallet,3/9/19 12:37,2019,3
215,308-39-1707,1,PID282,Sports and travel,28.96,1,0.6045,12.6945,0.6045,4.761904762,12.09,8.2,A,Yangon,F,Normal,Credit card,1/26/19 18:19,2019,1
216,149-61-1929,1,PID283,Home and lifestyle,94.64,10,32.095,673.995,32.095,4.761904762,641.9,6.7,A,Yangon,M,Normal,Credit card,1/19/19 14:08,2019,1
217,655-07-2265,1,PID284,Sports and travel,71.68,3,11.7465,246.6765,11.7465,4.761904762,234.93,5.4,A,Yangon,M,Normal,Ewallet,3/5/19 16:38,2019,3
218,610-46-4100,1,PID285,Electronic accessories,60.87,7,10.1325,212.7825,10.1325,4.761904762,202.65,6,A,Yangon,M,Normal,Credit card,3/3/19 20:31,2019,3
219,169-52-4504,1,PID286,Fashion accessories,12.09,3,2.3535,49.4235,2.3535,4.761904762,47.07,5.8,A,Yangon,F,Normal,Credit card,3/14/19 14:13,2019,3
220,518-17-2983,1,PID287,Food and beverages,64.19,4,9.726,204.246,9.726,4.761904762,194.52,7.6,A,Yangon,F,Normal,Ewallet,2/4/19 15:44,2019,2
221,811-03-8790,1,PID288,Electronic accessories,78.31,10,22.74,477.54,22.74,4.761904762,454.8,4.8,A,Yangon,F,Normal,Credit card,3/1/19 10:22,2019,3
222,305-03-2383,1,PID289,Food and beverages,28.95,3,10.065,211.365,10.065,4.761904762,201.3,7.5,A,Yangon,F,Normal,Cash,2/15/19 10:36,2019,2
223,157-13-5295,1,PID29,Electronic accessories,15.69,10,25.97,545.37,25.97,4.761904762,519.4,6.5,A,Yangon,M,Member,Ewallet,3/9/19 18:24,2019,3
224,445-30-9252,1,PID290,Fashion accessories,48.63,3,3.855,80.955,3.855,4.761904762,77.1,6.1,A,Yangon,M,Normal,Ewallet,1/17/19 17:59,2019,1
225,258-92-7466,1,PID291,Food and beverages,45.48,5,8.92,187.32,8.92,4.761904762,178.4,6.6,A,Yangon,F,Normal,Credit card,2/6/19 18:33,2019,2
226,788-21-5741,1,PID292,Sports and travel,67.1,3,6.807,142.947,6.807,4.761904762,136.14,7.2,A,Yangon,M,Normal,Credit card,2/17/19 13:34,2019,2
227,635-28-5728,1,PID293,Health and beauty,51.94,3,8.4,176.4,8.4,4.761904762,168,4.8,A,Yangon,M,Normal,Ewallet,2/28/19 19:33,2019,2
228,805-86-0265,1,PID294,Electronic accessories,25.7,9,42.282,887.922,42.282,4.761904762,845.64,9.8,A,Yangon,M,Normal,Cash,3/20/19 11:32,2019,3
229,585-86-8361,1,PID295,Electronic accessories,35.68,5,6.82,143.22,6.82,4.761904762,136.4,8.6,A,Yangon,F,Normal,Credit card,2/3/19 10:31,2019,2
230,652-43-6591,1,PID296,Home and lifestyle,45.38,8,38.916,817.236,38.916,4.761904762,778.32,6.2,A,Yangon,F,Normal,Credit card,3/9/19 13:18,2019,3
231,406-46-7107,1,PID297,Fashion accessories,56,6,28.956,608.076,28.956,4.761904762,579.12,4.5,A,Yangon,F,Normal,Cash,1/11/19 11:52,2019,1
232,156-95-3964,1,PID298,Electronic accessories,93.96,4,11.078,232.638,11.078,4.761904762,221.56,8,A,Yangon,F,Normal,Ewallet,3/25/19 15:19,2019,3
233,886-54-6089,1,PID299,Health and beauty,27.28,6,3.429,72.009,3.429,4.761904762,68.58,7.7,A,Yangon,F,Normal,Cash,1/15/19 17:24,2019,1
234,217-58-1179,1,PID30,Fashion accessories,97.29,4,12.53,263.13,12.53,4.761904762,250.6,4.2,A,Yangon,M,Member,Cash,1/5/19 11:25,2019,1
235,534-53-3526,1,PID300,Health and beauty,96.52,4,18.952,397.992,18.952,4.761904762,379.04,7.8,A,Yangon,F,Normal,Ewallet,2/11/19 16:06,2019,2
236,404-91-5964,1,PID301,Sports and travel,55.39,7,26.103,548.163,26.103,4.761904762,522.06,9,A,Yangon,M,Normal,Credit card,2/4/19 16:09,2019,2
237,497-37-6538,1,PID302,Health and beauty,11.43,7,20.6185,432.9885,20.6185,4.761904762,412.37,9.7,A,Yangon,M,Normal,Ewallet,1/17/19 15:15,2019,1
238,651-96-5970,1,PID303,Fashion accessories,62.65,1,2.3205,48.7305,2.3205,4.761904762,46.41,4,A,Yangon,M,Normal,Credit card,3/3/19 20:06,2019,3
239,702-72-0487,1,PID304,Electronic accessories,94.76,2,4.661,97.881,4.661,4.761904762,93.22,6.6,A,Yangon,F,Normal,Credit card,2/26/19 12:28,2019,2
240,220-68-6701,1,PID305,Fashion accessories,74.58,4,15.494,325.374,15.494,4.761904762,309.88,4.2,A,Yangon,F,Normal,Cash,3/17/19 16:36,2019,3
241,618-34-8551,1,PID306,Food and beverages,58.91,2,9.318,195.678,9.318,4.761904762,186.36,8.5,A,Yangon,F,Normal,Credit card,1/16/19 18:41,2019,1
242,257-60-7754,1,PID307,Health and beauty,46.41,4,10.046,210.966,10.046,4.761904762,200.92,9,A,Yangon,F,Normal,Cash,1/8/19 17:12,2019,1
243,380-60-5336,1,PID308,Fashion accessories,46.61,10,20.13,422.73,20.13,4.761904762,402.6,5,A,Yangon,F,Normal,Credit card,2/24/19 18:06,2019,2
244,674-56-6360,1,PID309,Home and lifestyle,77.47,1,4.7575,99.9075,4.7575,4.761904762,95.15,6,A,Yangon,M,Normal,Cash,3/22/19 14:00,2019,3
245,530-90-9855,1,PID31,Home and lifestyle,93.18,8,19.036,399.756,19.036,4.761904762,380.72,5.7,A,Yangon,M,Member,Cash,1/1/19 14:47,2019,1
246,832-51-6761,1,PID310,Home and lifestyle,50.23,8,13.552,284.592,13.552,4.761904762,271.04,9.6,A,Yangon,M,Normal,Ewallet,1/19/19 20:29,2019,1
247,276-75-6884,1,PID311,Electronic accessories,40.26,3,10.3065,216.4365,10.3065,4.761904762,206.13,8.7,A,Yangon,F,Normal,Cash,3/4/19 10:05,2019,3
248,237-44-6163,1,PID312,Fashion accessories,95.15,8,4.224,88.704,4.224,4.761904762,84.48,7.6,A,Yangon,M,Normal,Cash,1/24/19 17:43,2019,1
249,807-34-3742,1,PID313,Electronic accessories,47.59,1,2.619,54.999,2.619,4.761904762,52.38,5.8,A,Yangon,M,Normal,Cash,3/26/19 19:44,2019,3
250,497-36-0989,1,PID314,Food and beverages,33.88,3,7.791,163.611,7.791,4.761904762,155.82,7.9,A,Yangon,M,Normal,Cash,2/15/19 15:21,2019,2
251,896-34-0956,1,PID315,Food and beverages,68.71,1,1.066,22.386,1.066,4.761904762,21.32,5.9,A,Yangon,M,Normal,Cash,1/26/19 12:43,2019,1
252,125-45-2293,1,PID316,Fashion accessories,10.56,6,29.73,624.33,29.73,4.761904762,594.6,4.2,A,Yangon,F,Normal,Cash,1/19/19 13:11,2019,1
253,843-73-4724,1,PID317,Sports and travel,52.38,1,3.705,77.805,3.705,4.761904762,74.1,9.2,A,Yangon,M,Normal,Cash,1/25/19 11:05,2019,1
254,409-33-9708,1,PID318,Home and lifestyle,51.94,2,9.848,206.808,9.848,4.761904762,196.96,9.2,A,Yangon,F,Normal,Ewallet,2/19/19 10:12,2019,2
255,852-82-2749,1,PID319,Home and lifestyle,21.32,4,12.918,271.278,12.918,4.761904762,258.36,9.3,A,Yangon,M,Normal,Ewallet,1/6/19 13:35,2019,1
256,604-70-6476,1,PID32,Fashion accessories,99.1,5,4.485,94.185,4.485,4.761904762,89.7,6.8,A,Yangon,M,Member,Ewallet,1/23/19 14:04,2019,1
257,448-61-3783,1,PID320,Electronic accessories,74.1,8,36.008,756.168,36.008,4.761904762,720.16,4.5,A,Yangon,F,Normal,Credit card,3/21/19 16:08,2019,3
258,460-93-5834,1,PID321,Home and lifestyle,98.48,7,15.953,335.013,15.953,4.761904762,319.06,5,A,Yangon,M,Normal,Cash,1/13/19 10:03,2019,1
259,865-41-9075,1,PID322,Electronic accessories,64.59,7,4.0355,84.7455,4.0355,4.761904762,80.71,8.1,A,Yangon,M,Normal,Cash,1/28/19 17:35,2019,1
260,453-33-6436,1,PID323,Electronic accessories,17.94,8,37.248,782.208,37.248,4.761904762,744.96,6.8,A,Yangon,F,Normal,Cash,2/7/19 10:09,2019,2
261,749-81-8133,1,PID324,Electronic accessories,90.02,4,18.934,397.614,18.934,4.761904762,378.68,6.8,A,Yangon,F,Normal,Cash,3/11/19 12:04,2019,3
262,243-55-8457,1,PID325,Fashion accessories,45.58,10,37.22,781.62,37.22,4.761904762,744.4,5.1,A,Yangon,F,Normal,Ewallet,2/27/19 11:40,2019,2
263,361-85-2571,1,PID326,Fashion accessories,11.53,5,22.37,469.77,22.37,4.761904762,447.4,7.4,A,Yangon,F,Normal,Cash,3/30/19 10:18,2019,3
264,720-72-2436,1,PID327,Sports and travel,93.12,4,13.304,279.384,13.304,4.761904762,266.08,6.9,A,Yangon,M,Normal,Ewallet,3/2/19 18:14,2019,3
265,809-69-9497,1,PID328,Sports and travel,94.67,10,22.84,479.64,22.84,4.761904762,456.8,5.7,A,Yangon,F,Normal,Ewallet,1/19/19 19:30,2019,1
266,449-16-6770,1,PID329,Sports and travel,74.44,5,12.6975,266.6475,12.6975,4.761904762,253.95,5.3,A,Yangon,M,Normal,Credit card,2/19/19 14:53,2019,2
267,799-71-1548,1,PID33,Home and lifestyle,89.48,4,15.544,326.424,15.544,4.761904762,310.88,8.8,A,Yangon,M,Member,Credit card,1/7/19 16:11,2019,1
268,489-82-1237,1,PID330,Food and beverages,66.52,7,32.858,690.018,32.858,4.761904762,657.16,7.3,A,Yangon,F,Normal,Credit card,1/5/19 11:51,2019,1
269,846-10-0341,1,PID331,Home and lifestyle,45.68,7,14.8995,312.8895,14.8995,4.761904762,297.99,6.8,A,Yangon,F,Normal,Cash,1/6/19 11:51,2019,1
270,593-08-5916,1,PID332,Home and lifestyle,50.79,1,0.775,16.275,0.775,4.761904762,15.5,7.4,A,Yangon,F,Normal,Credit card,3/19/19 15:23,2019,3
271,558-60-5016,1,PID333,Sports and travel,77.72,9,14.985,314.685,14.985,4.761904762,299.7,7.2,A,Yangon,F,Normal,Ewallet,3/4/19 15:27,2019,3
272,605-03-2706,1,PID334,Health and beauty,93.88,3,2.37,49.77,2.37,4.761904762,47.4,9.5,A,Yangon,F,Normal,Cash,3/25/19 18:02,2019,3
273,531-56-4728,1,PID335,Home and lifestyle,42.57,3,12.012,252.252,12.012,4.761904762,240.24,5.4,A,Yangon,M,Normal,Cash,2/11/19 15:29,2019,2
274,221-25-5073,1,PID336,Home and lifestyle,15.5,4,14.932,313.572,14.932,4.761904762,298.64,8.5,A,Yangon,F,Normal,Cash,3/4/19 10:39,2019,3
275,809-46-1866,1,PID337,Health and beauty,33.3,4,11.63,244.23,11.63,4.761904762,232.6,8.4,A,Yangon,M,Normal,Cash,1/23/19 17:44,2019,1
276,886-18-2897,1,PID338,Fashion accessories,15.8,5,14.14,296.94,14.14,4.761904762,282.8,4.5,A,Yangon,F,Normal,Credit card,3/22/19 19:06,2019,3
277,745-74-0715,1,PID339,Home and lifestyle,80.08,2,5.803,121.863,5.803,4.761904762,116.06,8.8,A,Yangon,M,Normal,Ewallet,3/10/19 20:46,2019,3
278,704-11-6354,1,PID34,Fashion accessories,74.66,8,23.56,494.76,23.56,4.761904762,471.2,8.9,A,Yangon,M,Member,Cash,1/6/19 11:23,2019,1
279,347-56-2442,1,PID340,Fashion accessories,58.15,1,3.291,69.111,3.291,4.761904762,65.82,4.1,A,Yangon,M,Normal,Cash,2/22/19 15:33,2019,2
280,692-92-5582,1,PID341,Sports and travel,56.56,3,8.226,172.746,8.226,4.761904762,164.52,5.9,B,Mandalay,F,Member,Credit card,2/20/19 13:27,2019,2
281,351-62-0822,1,PID342,Home and lifestyle,58.03,4,2.896,60.816,2.896,4.761904762,57.92,4.5,B,Mandalay,F,Member,Ewallet,2/6/19 18:07,2019,2
282,529-56-3974,1,PID343,Home and lifestyle,58.9,4,5.102,107.142,5.102,4.761904762,102.04,6.8,B,Mandalay,M,Member,Cash,3/9/19 17:03,2019,3
283,299-46-1805,1,PID344,Sports and travel,65.82,6,28.116,590.436,28.116,4.761904762,562.32,4.5,B,Mandalay,F,Member,Cash,1/15/19 16:19,2019,1
284,149-71-6266,1,PID345,Health and beauty,54.84,9,35.1315,737.7615,35.1315,4.761904762,702.63,4.5,B,Mandalay,M,Member,Cash,1/28/19 12:43,2019,1
285,777-82-7220,1,PID346,Health and beauty,14.48,8,12.048,253.008,12.048,4.761904762,240.96,7.7,B,Mandalay,M,Member,Cash,3/3/19 13:01,2019,3
286,280-35-5823,1,PID347,Health and beauty,25.51,1,4.336,91.056,4.336,4.761904762,86.72,7.9,B,Mandalay,F,Member,Ewallet,1/17/19 18:45,2019,1
287,354-25-5821,1,PID348,Home and lifestyle,93.72,6,20.736,435.456,20.736,4.761904762,414.72,5.6,B,Mandalay,F,Member,Cash,2/8/19 13:03,2019,2
288,132-32-9879,1,PID349,Sports and travel,78.07,4,18.792,394.632,18.792,4.761904762,375.84,9.5,B,Mandalay,F,Member,Cash,3/9/19 18:00,2019,3
289,366-93-0948,1,PID35,Food and beverages,30.12,1,3.3175,69.6675,3.3175,4.761904762,66.35,9.7,A,Yangon,M,Member,Credit card,1/31/19 10:46,2019,1
290,370-41-7321,1,PID350,Home and lifestyle,86.72,9,25.5105,535.7205,25.5105,4.761904762,510.21,8.4,B,Mandalay,M,Member,Credit card,2/27/19 17:24,2019,2
291,727-46-3608,1,PID351,Electronic accessories,69.12,9,9.0045,189.0945,9.0045,4.761904762,180.09,4.1,B,Mandalay,F,Member,Ewallet,2/6/19 15:47,2019,2
292,669-54-1719,1,PID352,Electronic accessories,93.96,6,5.679,119.259,5.679,4.761904762,113.58,8.1,B,Mandalay,M,Member,Credit card,2/10/19 12:45,2019,2
293,616-24-2851,1,PID353,Electronic accessories,66.35,4,3.574,75.054,3.574,4.761904762,71.48,6.5,B,Mandalay,F,Member,Ewallet,3/22/19 14:42,2019,3
294,347-34-2234,1,PID354,Food and beverages,56.69,9,24.7815,520.4115,24.7815,4.761904762,495.63,10,B,Mandalay,F,Member,Ewallet,2/3/19 13:40,2019,2
295,853-23-2453,1,PID355,Health and beauty,20.01,4,15.148,318.108,15.148,4.761904762,302.96,7.6,B,Mandalay,M,Member,Cash,2/14/19 14:35,2019,2
296,109-28-2512,1,PID356,Electronic accessories,18.93,6,29.283,614.943,29.283,4.761904762,585.66,9.9,B,Mandalay,F,Member,Ewallet,1/7/19 15:01,2019,1
297,510-95-6347,1,PID357,Electronic accessories,17.87,3,7.278,152.838,7.278,4.761904762,145.56,4,B,Mandalay,F,Member,Ewallet,3/5/19 18:17,2019,3
298,152-08-9985,1,PID358,Home and lifestyle,55.07,9,28.962,608.202,28.962,4.761904762,579.24,8.6,B,Mandalay,M,Member,Credit card,3/12/19 12:09,2019,3
299,479-26-8945,1,PID359,Home and lifestyle,75.74,2,1.649,34.629,1.649,4.761904762,32.98,4.6,B,Mandalay,F,Member,Ewallet,2/5/19 11:32,2019,2
300,729-09-9681,1,PID36,Home and lifestyle,97.61,6,7.773,163.233,7.773,4.761904762,155.46,8.7,A,Yangon,M,Member,Ewallet,2/5/19 10:16,2019,2
301,291-32-1427,1,PID360,Fashion accessories,48.52,5,5.485,115.185,5.485,4.761904762,109.7,5.3,B,Mandalay,M,Member,Ewallet,3/5/19 12:29,2019,3
302,659-65-8956,1,PID361,Health and beauty,64.36,1,2.568,53.928,2.568,4.761904762,51.36,5.2,B,Mandalay,M,Member,Ewallet,1/16/19 15:26,2019,1
303,219-22-9386,1,PID362,Food and beverages,16.49,9,44.982,944.622,44.982,4.761904762,899.64,4.2,B,Mandalay,M,Member,Credit card,3/9/19 17:26,2019,3
304,268-27-6179,1,PID363,Electronic accessories,25.91,8,22.588,474.348,22.588,4.761904762,451.76,7.3,B,Mandalay,F,Member,Ewallet,3/9/19 14:57,2019,3
305,590-83-4591,1,PID364,Electronic accessories,21.94,6,26.235,550.935,26.235,4.761904762,524.7,8.8,B,Mandalay,M,Member,Credit card,2/17/19 14:40,2019,2
306,262-47-2794,1,PID365,Electronic accessories,51.36,8,28.744,603.624,28.744,4.761904762,574.88,6.2,B,Mandalay,M,Member,Credit card,3/6/19 15:07,2019,3
307,608-96-3517,1,PID366,Sports and travel,99.96,4,18.308,384.468,18.308,4.761904762,366.16,4.8,B,Mandalay,F,Member,Credit card,3/23/19 19:20,2019,3
308,279-74-2924,1,PID367,Home and lifestyle,56.47,1,3.6085,75.7785,3.6085,4.761904762,72.17,6.1,B,Mandalay,M,Member,Cash,1/4/19 19:40,2019,1
309,743-04-1105,1,PID368,Electronic accessories,87.45,9,43.749,918.729,43.749,4.761904762,874.98,6,B,Mandalay,M,Member,Ewallet,3/30/19 14:43,2019,3
310,505-02-0892,1,PID369,Fashion accessories,71.86,8,17.028,357.588,17.028,4.761904762,340.56,5.6,B,Mandalay,M,Member,Ewallet,2/25/19 14:12,2019,2
311,151-16-1484,1,PID37,Sports and travel,91.54,4,6.45,135.45,6.45,4.761904762,129,6.5,A,Yangon,M,Member,Ewallet,2/13/19 12:38,2019,2
312,316-55-4634,1,PID370,Fashion accessories,72.17,5,20.0125,420.2625,20.0125,4.761904762,400.25,9.4,B,Mandalay,M,Member,Credit card,1/26/19 12:45,2019,1
313,608-27-6295,1,PID371,Food and beverages,97.22,6,15.867,333.207,15.867,4.761904762,317.34,9.8,B,Mandalay,M,Member,Credit card,1/19/19 17:34,2019,1
314,895-66-0685,1,PID372,Health and beauty,42.57,3,2.712,56.952,2.712,4.761904762,54.24,8,B,Mandalay,M,Member,Ewallet,3/5/19 19:46,2019,3
